0,0,0,0.0085268021
-0.504,2.028,1.212,0.1197528839
-0.672,2.024,1.988,0.2211558819
-0.816,0.72,2.044,0.3225598335
-0.264,0.76,2.016,0.4239318371
-0.36,0.236,2.044,0.5253279209
-0.236,0.716,2.044,0.6267769337
-2.048,1.064,2.044,0.7282397747
-0.072,0.884,2.044,0.8297109604
-0.064,-0.604,2.044,0.9311518669
-0.508,1.976,1.612,1.0325679779
-1.456,1.432,2.044,1.1339819431
-0.272,0.924,2.044,1.2353818417
-0.42,0.884,2.044,1.3367757797
-0.388,0.204,2.044,1.4381787777
-0.268,-0.012,2.044,1.5396199226
-0.188,2.044,0.1,1.6410338879
-0.316,0.68,2.044,1.7424829006
-0.18,1.024,2.044,1.8439128399
-0.152,0.048,2.044,1.9531919956
-0.472,1.828,1.724,2.0546038151
-0.6,1.192,2.044,2.156069994
-1.096,0.652,2.044,2.2575199604
-0.78,0.452,2.044,2.3589138985
-0.304,0.052,2.044,2.4603099823
-0.264,2.044,1.2,2.561770916
-0.336,0.952,2.044,2.6631669998
-0.64,0.82,2.044,2.7644128799
-0.644,-0.096,2.044,2.8656389713
-0.712,2.044,1.072,2.9668278694
-0.784,1.1,2.044,3.0679719448
-0.784,2.044,0.612,3.1691048145
-0.416,0.32,2.044,3.2703619003
-0.348,-0.532,2.044,3.3716697693
0.708,2.044,0.288,3.4733409882
-0.892,0.656,2.044,3.5751578808
-0.96,0.532,2.044,3.6766908169
-0.788,0.292,2.044,3.780564785
-2.048,1.892,1.912,3.8820359707
-0.324,0.856,2.044,4.0318369865
-0.66,1.748,1.212,4.1332538128
-0.472,0.096,2.044,4.234639883
-0.248,-0.288,2.044,4.3362019062
0.076,2.044,-0.204,4.4376268387
-0.776,0.664,2.044,4.5388438702
-0.44,0.936,2.044,4.6399929523
-0.332,-0.068,2.044,4.7411768436
-0.468,2.044,1.356,4.8423368931
-0.836,1.296,2.044,4.9435238838
0.02,0.348,1.988,5.0447258949
-0.156,1.048,2.044,5.1460328102
-0.3,0.044,2.044,5.2474169731
0.472,1.556,1.224,5.3486599922
0.076,0.992,2.044,5.4500517845
-0.112,0.896,2.044,5.5513148308
-0.464,-0.368,2.044,5.6525127888
-0.712,2.044,1.44,5.7539258003
-0.596,0.956,2.044,5.8854269981
-0.852,1.444,1.796,5.9868619442
-0.384,0.248,2.044,6.0883038044
-0.38,-0.196,2.044,6.1897549629
0.2,2.044,-0.004,6.2912487984
-0.964,0.436,2.044,6.3926608562
-0.068,0.936,2.044,6.4940237999
-0.452,0.032,2.044,6.5953938961
-0.72,2.044,1.716,6.6967899799
-0.708,1.312,2.044,6.7981779575
-0.72,2.044,0.872,6.8995509148
-0.424,0.116,2.044,7.0009729862
-0.372,-0.448,2.044,7.1024289131
0.28,2.044,0.452,7.2039608955
-2.048,-1.736,2.044,7.3056190014
0.144,0.82,2.044,7.4074509144
-0.244,-0.576,2.044,7.5090248585
-2.048,2.044,1.016,7.6105527878
-0.34,1.256,2.044,7.7121269703
-0.808,2.044,1.08,7.8137228489
-0.408,0.14,2.044,7.9152309895
-0.4,-0.276,2.044,8.016740799
0.224,2.044,0.58,8.1181499958
-1.348,0.5,2.044,8.2197039127
-0.108,1.392,1.368,8.3213229179
-0.356,-0.28,2.044,8.4228088856
-2.048,2.044,1.78,8.5243728161
-0.764,1.188,2.044,8.6259567738
-0.656,-0.216,1.188,8.727437973
